zip,lat,lng,average precip mm/hr,average temp (K),average temp (C),average temp (F)
00934,18.41372,-66.12,0.09300259898,298.908724,25.90872396,78.63570312
00949,18.43166,-66.2135,0.09300259898,298.908724,25.90872396,78.63570312
00950,18.46201,-66.2392,0.09325561879,298.8816041,25.88160415,78.58688746
00951,18.43175,-66.2563,0.09574384673,298.6149046,25.61490457,78.10682822
00952,18.42874,-66.189,0.09300259898,298.908724,25.90872396,78.63570312
00953,18.36319,-66.2476,0.09440240207,298.7586867,25.7586867,78.36563606
00956,18.32121,-66.1719,0.09300259898,298.908724,25.90872396,78.63570312
00957,18.36696,-66.1886,0.09300259898,298.908724,25.90872396,78.63570312
00959,18.3852,-66.1558,0.09300259898,298.908724,25.90872396,78.63570312
00960,18.41674,-66.1437,0.09300259898,298.908724,25.90872396,78.63570312
00961,18.40987,-66.1642,0.09300259898,298.908724,25.90872396,78.63570312
00962,18.43514,-66.1395,0.09300259898,298.908724,25.90872396,78.63570312
00965,18.42853,-66.1118,0.09300259898,298.908724,25.90872396,78.63570312
00966,18.39784,-66.1139,0.09300259898,298.908724,25.90872396,78.63570312
00968,18.40609,-66.1012,0.09300259898,298.908724,25.90872396,78.63570312
00969,18.36696,-66.11,0.09300259898,298.908724,25.90872396,78.63570312
00971,18.32067,-66.1175,0.09300259898,298.908724,25.90872396,78.63570312
00976,18.33903,-65.9929,0.09093429739,298.8460274,25.84602745,78.52284941
00979,18.43734,-66.0089,0.09264340375,298.8978357,25.89783566,78.61610419
00982,18.40961,-65.9914,0.09080542145,298.8421208,25.84212083,78.51581749
00983,18.41788,-65.981,0.09042136545,298.8304789,25.83047892,78.49486206
00985,18.40628,-65.9477,0.09042136545,298.8304789,25.83047892,78.49486206
00987,18.34115,-65.9426,0.09042136545,298.8304789,25.83047892,78.49486206
01001,42.06262,-72.6252,0.1365411873,281.6470825,8.64708252,47.56474854
01002,42.37633,-72.4646,0.1407405034,281.4821452,8.482145182,47.26786133
01003,42.39135,-72.5233,0.1356295442,280.8293722,7.829372152,46.09286987
01005,42.42117,-72.1066,0.1374319683,280.9907857,7.990785726,46.38341431
01007,42.28163,-72.4001,0.1407405034,281.4821452,8.482145182,47.26786133
01008,42.18234,-72.9582,0.1338377784,280.6796387,7.679638672,45.82334961
01009,42.21133,-72.3419,0.1372628157,281.9867025,8.986702474,48.17606445
01010,42.12904,-72.206,0.1356193175,281.2078491,8.207849121,46.77412842
01011,42.30233,-72.9645,0.1321189662,279.8306051,6.830605062,44.29508911
01012,42.38495,-72.8468,0.1321189662,279.8306051,6.830605062,44.29508911
01013,42.16059,-72.6079,0.1365411873,281.6470825,8.64708252,47.56474854
01020,42.17618,-72.5654,0.1365411873,281.6470825,8.64708252,47.56474854
01022,42.19721,-72.5425,0.1365411873,281.6470825,8.64708252,47.56474854
01026,42.46858,-72.923,0.1321189662,279.8306051,6.830605062,44.29508911
01027,42.29506,-72.743,0.1349319368,280.6309013,7.630901331,45.7356224
01028,42.05967,-72.499,0.1369319196,281.8309728,8.830972832,47.8957511
01029,42.19402,-73.0507,0.1247890353,280.6062907,7.60629069,45.69132324
01030,42.06869,-72.6797,0.1365411873,281.6470825,8.64708252,47.56474854
01031,42.32782,-72.1919,0.1374319683,280.9907857,7.990785726,46.38341431
01032,42.45313,-72.8197,0.1321189662,279.8306051,6.830605062,44.29508911
01033,42.26082,-72.5036,0.1373663098,281.1043347,8.104334711,46.58780248
01034,42.0826,-72.9561,0.1338377784,280.6796387,7.679638672,45.82334961
01035,42.35563,-72.5692,0.1356295442,280.8293722,7.829372152,46.09286987
01036,42.0638,-72.4157,0.1372628157,281.9867025,8.986702474,48.17606445
01037,42.37063,-72.1947,0.1374319683,280.9907857,7.990785726,46.38341431
01038,42.38466,-72.6056,0.1356295442,280.8293722,7.829372152,46.09286987
01039,42.41049,-72.6919,0.1356295442,280.8293722,7.829372152,46.09286987
01040,42.21251,-72.6411,0.1365411873,281.6470825,8.64708252,47.56474854
01050,42.29092,-72.8753,0.1321189662,279.8306051,6.830605062,44.29508911
01053,42.35205,-72.7103,0.1356295442,280.8293722,7.829372152,46.09286987
01054,42.47381,-72.4877,0.1405639707,281.4595984,8.459598389,47.2272771
01056,42.19211,-72.4581,0.1372628157,281.9867025,8.986702474,48.17606445
01057,42.09118,-72.3239,0.1372628157,281.9867025,8.986702474,48.17606445
01060,42.32218,-72.6313,0.1356295442,280.8293722,7.829372152,46.09286987
01062,42.32146,-72.6924,0.1356295442,280.8293722,7.829372152,46.09286987
01063,42.31962,-72.6395,0.1356295442,280.8293722,7.829372152,46.09286987
01066,42.40742,-72.6403,0.1356295442,280.8293722,7.829372152,46.09286987
01068,42.35125,-72.0478,0.1374319683,280.9907857,7.990785726,46.38341431
01069,42.18798,-72.3058,0.1372628157,281.9867025,8.986702474,48.17606445
01070,42.51958,-72.925,0.1291944879,279.289329,6.28932902,43.32079224
01071,42.16029,-72.8598,0.1338377784,280.6796387,7.679638672,45.82334961
01072,42.46327,-72.4189,0.1407405034,281.4821452,8.482145182,47.26786133
01073,42.23084,-72.7386,0.1363924444,281.5938533,8.593853294,47.46893593
01074,42.3837,-72.1002,0.1374319683,280.9907857,7.990785726,46.38341431
01075,42.25672,-72.5793,0.135820088,281.0002829,8.000282943,46.4005093
01077,42.05441,-72.7785,0.1338377784,280.6796387,7.679638672,45.82334961
01079,42.18508,-72.3341,0.1372628157,281.9867025,8.986702474,48.17606445
01080,42.18228,-72.3652,0.1372628157,281.9867025,8.986702474,48.17606445
01081,42.06232,-72.2309,0.1356193175,281.2078491,8.207849121,46.77412842
01082,42.29816,-72.2768,0.1407405034,281.4821452,8.482145182,47.26786133
01083,42.20652,-72.1991,0.1356193175,281.2078491,8.207849121,46.77412842
01084,42.38589,-72.8817,0.1321189662,279.8306051,6.830605062,44.29508911
01085,42.15375,-72.7696,0.1338377784,280.6796387,7.679638672,45.82334961
01088,42.38981,-72.6465,0.1356295442,280.8293722,7.829372152,46.09286987
01089,42.12532,-72.6503,0.1365411873,281.6470825,8.64708252,47.56474854
01092,42.20008,-72.2372,0.1356567979,281.2256111,8.225611082,46.80609995
01093,42.44335,-72.651,0.1356295442,280.8293722,7.829372152,46.09286987
01094,42.36481,-72.1355,0.1374319683,280.9907857,7.990785726,46.38341431
01095,42.12763,-72.4299,0.1372628157,281.9867025,8.986702474,48.17606445
01096,42.40968,-72.7721,0.1321189662,279.8306051,6.830605062,44.29508911
01097,42.17722,-72.8318,0.1338377784,280.6796387,7.679638672,45.82334961
01098,42.39551,-72.9432,0.1321189662,279.8306051,6.830605062,44.29508911
01103,42.10443,-72.59,0.1365411873,281.6470825,8.64708252,47.56474854
01104,42.13326,-72.5673,0.1365411873,281.6470825,8.64708252,47.56474854
01105,42.09911,-72.5787,0.1365411873,281.6470825,8.64708252,47.56474854
01106,42.04877,-72.5716,0.1365411873,281.6470825,8.64708252,47.56474854
01107,42.12116,-72.6064,0.1365411873,281.6470825,8.64708252,47.56474854
01108,42.0814,-72.5587,0.1365411873,281.6470825,8.64708252,47.56474854
01109,42.11839,-72.5488,0.1365411873,281.6470825,8.64708252,47.56474854
01118,42.09476,-72.5253,0.1365411873,281.6470825,8.64708252,47.56474854
01119,42.12452,-72.5113,0.1365808916,281.6657686,8.665768573,47.59838343
01128,42.09497,-72.4881,0.1372331773,281.9727537,8.97275373,48.15095671
01129,42.1211,-72.4877,0.1372378907,281.974972,8.974971994,48.15494959
01144,42.10189,-72.5909,0.1365411873,281.6470825,8.64708252,47.56474854
01151,42.15294,-72.5088,0.1366416065,281.6943428,8.694342819,47.64981707
01201,42.45614,-73.2811,0.1197238177,281.0598063,8.059806315,46.50765137
01220,42.62686,-73.1187,0.1213852753,279.6529073,6.652907308,43.97523315
01222,42.06242,-73.3215,0.1220867564,281.3449565,8.344956462,47.02092163
01223,42.31118,-73.0984,0.1238528589,280.1157633,7.115763346,44.80837402
01224,42.50622,-73.1984,0.1219529316,279.7593852,6.759385205,44.16689337
01225,42.56385,-73.1512,0.1213852753,279.6529073,6.652907308,43.97523315
01226,42.47954,-73.1533,0.1238528589,280.1157633,7.115763346,44.80837402
01229,42.29411,-73.3523,0.1197238177,281.0598063,8.059806315,46.50765137
01230,42.18197,-73.3424,0.1220867564,281.3449565,8.344956462,47.02092163
01235,42.43181,-73.0734,0.1238528589,280.1157633,7.115763346,44.80837402
01236,42.26923,-73.38,0.1197238177,281.0598063,8.059806315,46.50765137
01237,42.5529,-73.2537,0.1194317048,280.6539081,7.653908122,45.77703462
01238,42.30072,-73.2255,0.1238528589,280.1157633,7.115763346,44.80837402
01240,42.37567,-73.2647,0.1197238177,281.0598063,8.059806315,46.50765137
01242,42.3334,-73.2497,0.1218127935,280.5821935,7.582193521,45.64794834
01243,42.34752,-73.0347,0.1238528589,280.1157633,7.115763346,44.80837402
01244,42.10924,-73.2748,0.1220867564,281.3449565,8.344956462,47.02092163
01245,42.19043,-73.2158,0.1247890353,280.6062907,7.60629069,45.69132324
01247,42.69813,-73.0926,0.1213852753,279.6529073,6.652907308,43.97523315
01253,42.20751,-73.1118,0.1247890353,280.6062907,7.60629069,45.69132324
01254,42.37972,-73.3661,0.1197238177,281.0598063,8.059806315,46.50765137
01255,42.1068,-73.1221,0.1247890353,280.6062907,7.60629069,45.69132324
01256,42.59627,-73.0196,0.1213852753,279.6529073,6.652907308,43.97523315
01257,42.0976,-73.3724,0.1220867564,281.3449565,8.344956462,47.02092163
01258,42.09396,-73.4662,0.1220867564,281.3449565,8.344956462,47.02092163
01259,42.07316,-73.2328,0.1247890353,280.6062907,7.60629069,45.69132324
01260,42.26663,-73.2712,0.1197238177,281.0598063,8.059806315,46.50765137
01262,42.30433,-73.3201,0.1197238177,281.0598063,8.059806315,46.50765137
01264,42.23997,-73.1969,0.1246927541,280.5558423,7.555842345,45.60051622
01266,42.30264,-73.3985,0.1197238177,281.0598063,8.059806315,46.50765137
01267,42.66593,-73.2421,0.1208862958,279.9085822,6.908582192,44.43544795
01270,42.51297,-73.0486,0.12142871,279.6610546,6.661054558,43.9898982
01301,42.62375,-72.6038,0.132100971,280.1279928,7.127992757,44.83038696
01330,42.51772,-72.8156,0.1291944879,279.289329,6.28932902,43.32079224
01331,42.56793,-72.1832,0.1298967056,280.7136658,7.713665771,45.88459839
01337,42.69512,-72.5773,0.132100971,280.1279928,7.127992757,44.83038696
01338,42.5814,-72.8031,0.1291944879,279.289329,6.28932902,43.32079224
01339,42.61099,-72.8885,0.1291944879,279.289329,6.28932902,43.32079224
01340,42.68805,-72.7321,0.132100971,280.1279928,7.127992757,44.83038696
01341,42.50734,-72.7022,0.1327658256,280.2601468,7.260146829,45.06826429
01342,42.54384,-72.6058,0.132100971,280.1279928,7.127992757,44.83038696
01343,42.66766,-72.9882,0.1288210151,279.306717,6.306717022,43.35209064
01344,42.60756,-72.4292,0.131857274,280.9252258,7.92522583,46.26540649
01346,42.6706,-72.8132,0.1291944879,279.289329,6.28932902,43.32079224
01347,42.56027,-72.5132,0.1320978415,280.1382307,7.138230667,44.8488152
01349,42.56656,-72.4705,0.131857274,280.9252258,7.92522583,46.26540649
01350,42.72259,-72.9829,0.1291944879,279.289329,6.28932902,43.32079224
01351,42.54162,-72.5207,0.132100971,280.1279928,7.127992757,44.83038696
01354,42.63282,-72.5114,0.1320875627,280.1718569,7.171856904,44.90934243
01355,42.45101,-72.3314,0.1407405034,281.4821452,8.482145182,47.26786133
01360,42.67575,-72.446,0.131857274,280.9252258,7.92522583,46.26540649
01364,42.60449,-72.2926,0.131857274,280.9252258,7.92522583,46.26540649
01366,42.48858,-72.1856,0.1370173745,280.9755385,7.975538453,46.35596922
01367,42.69674,-72.9139,0.1291944879,279.289329,6.28932902,43.32079224
01368,42.67815,-72.1856,0.1298967056,280.7136658,7.713665771,45.88459839
01370,42.59607,-72.7292,0.132100971,280.1279928,7.127992757,44.83038696
01373,42.47292,-72.6152,0.1356295442,280.8293722,7.829372152,46.09286987
01375,42.46475,-72.5549,0.1356295442,280.8293722,7.829372152,46.09286987
01376,42.59273,-72.5459,0.132100971,280.1279928,7.127992757,44.83038696
01378,42.67711,-72.3406,0.131857274,280.9252258,7.92522583,46.26540649
01379,42.54149,-72.3989,0.131857274,280.9252258,7.92522583,46.26540649
01380,42.58675,-72.4026,0.131857274,280.9252258,7.92522583,46.26540649
01420,42.58559,-71.8169,0.1203049349,280.4583293,7.458329264,45.42499268
01430,42.66069,-71.9232,0.1203049349,280.4583293,7.458329264,45.42499268
01431,42.67652,-71.8232,0.1203049349,280.4583293,7.458329264,45.42499268
01432,42.56351,-71.5706,0.1182692185,281.0399089,8.039908854,46.47183594
01434,42.53149,-71.6166,0.1182692185,281.0399089,8.039908854,46.47183594
01436,42.60579,-72.0896,0.1298967056,280.7136658,7.713665771,45.88459839
01438,42.56028,-72.0358,0.1298967056,280.7136658,7.713665771,45.88459839
01440,42.58797,-71.9865,0.1203866981,280.4605058,7.460505829,45.42891049
01450,42.61368,-71.5614,0.1182692185,281.0399089,8.039908854,46.47183594
01451,42.50005,-71.5775,0.1194684738,281.193139,8.193138951,46.74765011
01452,42.48378,-72.0051,0.1333354943,281.0013479,8.001347909,46.40242624
01453,42.51961,-71.7658,0.1203049349,280.4583293,7.458329264,45.42499268
01460,42.53503,-71.4891,0.116696873,281.5718376,8.571837572,47.42930763
01462,42.58994,-71.7204,0.1182692185,281.0399089,8.039908854,46.47183594
01463,42.67126,-71.6043,0.1182692185,281.0399089,8.039908854,46.47183594
01464,42.57411,-71.6475,0.1182692185,281.0399089,8.039908854,46.47183594
01468,42.55324,-72.0688,0.1298967056,280.7136658,7.713665771,45.88459839
01469,42.66514,-71.6916,0.1182692185,281.0399089,8.039908854,46.47183594
01473,42.55122,-71.9027,0.1203049349,280.4583293,7.458329264,45.42499268
01474,42.67088,-71.7508,0.1193714757,280.7250073,7.725007296,45.90501313
01475,42.66675,-72.049,0.1298967056,280.7136658,7.713665771,45.88459839
01501,42.19689,-71.8455,0.1259382653,281.3141296,8.314129639,46.96543335
01503,42.38378,-71.6355,0.1206964811,281.3500427,8.350042725,47.0300769
01504,42.0399,-71.5313,0.1245464178,281.6451335,8.645133464,47.56124023
01505,42.35633,-71.7212,0.1206964811,281.3500427,8.350042725,47.0300769
01506,42.19364,-72.1044,0.1356193175,281.2078491,8.207849121,46.77412842
01507,42.13509,-71.968,0.1259382653,281.3141296,8.314129639,46.96543335
01510,42.4119,-71.6888,0.1206964811,281.3500427,8.350042725,47.0300769
01515,42.20328,-72.0467,0.1356193175,281.2078491,8.207849121,46.77412842
01516,42.0528,-71.7511,0.1253165334,281.4619875,8.461987541,47.23157757
01518,42.11342,-72.1163,0.1356193175,281.2078491,8.207849121,46.77412842
01519,42.20077,-71.6789,0.1245464178,281.6451335,8.645133464,47.56124023
01520,42.33685,-71.8518,0.1230393392,281.0278951,8.027895101,46.45021118
01521,42.06012,-72.1659,0.1356193175,281.2078491,8.207849121,46.77412842
01522,42.38142,-71.8711,0.1230393392,281.0278951,8.027895101,46.45021118
01523,42.48176,-71.6808,0.1206964811,281.3500427,8.350042725,47.0300769
01524,42.24919,-71.9199,0.12457465,281.1794888,8.179488816,46.72307987
01525,42.09899,-71.643,0.1245464178,281.6451335,8.645133464,47.56124023
01527,42.19228,-71.774,0.1259382653,281.3141296,8.314129639,46.96543335
01529,42.03906,-71.5777,0.1245464178,281.6451335,8.645133464,47.56124023
01531,42.31929,-72.1279,0.1374319683,280.9907857,7.990785726,46.38341431
01532,42.32314,-71.6462,0.1206964811,281.3500427,8.350042725,47.0300769
01534,42.13991,-71.6443,0.1245464178,281.6451335,8.645133464,47.56124023
01535,42.2695,-72.0779,0.1374319683,280.9907857,7.990785726,46.38341431
01536,42.23189,-71.6922,0.1245464178,281.6451335,8.645133464,47.56124023
01537,42.16177,-71.8922,0.1259382653,281.3141296,8.314129639,46.96543335
01540,42.11649,-71.8582,0.1259382653,281.3141296,8.314129639,46.96543335
01541,42.45649,-71.8813,0.1230393392,281.0278951,8.027895101,46.45021118
01542,42.20241,-71.91,0.1259382653,281.3141296,8.314129639,46.96543335
01543,42.38482,-71.9673,0.1230393392,281.0278951,8.027895101,46.45021118
01545,42.28419,-71.7156,0.1206964811,281.3500427,8.350042725,47.0300769
01550,42.06039,-72.0338,0.1356193175,281.2078491,8.207849121,46.77412842
01560,42.17496,-71.6776,0.1245464178,281.6451335,8.645133464,47.56124023
01561,42.44581,-71.6885,0.1206964811,281.3500427,8.350042725,47.0300769
01562,42.24715,-71.9919,0.1266300227,281.1932948,8.193294846,46.74793072
01564,42.44124,-71.773,0.1230393392,281.0278951,8.027895101,46.45021118
01566,42.1047,-72.0775,0.1356193175,281.2078491,8.207849121,46.77412842
01568,42.17694,-71.6052,0.1245464178,281.6451335,8.645133464,47.56124023
01569,42.05895,-71.6374,0.1245464178,281.6451335,8.645133464,47.56124023
01570,42.05206,-71.8485,0.1259382653,281.3141296,8.314129639,46.96543335
01571,42.05501,-71.9352,0.1259382653,281.3141296,8.314129639,46.96543335
01581,42.26815,-71.614,0.1206964811,281.3500427,8.350042725,47.0300769
01583,42.37034,-71.785,0.1230393392,281.0278951,8.027895101,46.45021118
01585,42.23762,-72.1631,0.1356819265,281.2003517,8.200351747,46.76063314
01588,42.11837,-71.6684,0.1245464178,281.6451335,8.645133464,47.56124023
01590,42.13387,-71.7518,0.1253495075,281.4541458,8.454145759,47.21746237
01602,42.27219,-71.8495,0.1230393392,281.0278951,8.027895101,46.45021118
01603,42.24373,-71.8443,0.1252402509,281.245209,8.245209001,46.8413762
01604,42.25085,-71.7683,0.1243686154,281.1591453,8.159145345,46.68646162
01605,42.28979,-71.788,0.1230393392,281.0278951,8.027895101,46.45021118
01606,42.31367,-71.7961,0.1230393392,281.0278951,8.027895101,46.45021118
01607,42.22684,-71.7904,0.1259382653,281.3141296,8.314129639,46.96543335
01608,42.2621,-71.8015,0.1231394682,281.0377816,8.037781648,46.46800697
01609,42.28592,-71.8285,0.1230393392,281.0278951,8.027895101,46.45021118
01610,42.24645,-71.8097,0.1249154736,281.2131411,8.2131411,46.78365398
01611,42.23945,-71.877,0.1256889056,281.2895083,8.289508335,46.921115
01612,42.31037,-71.931,0.1230393392,281.0278951,8.027895101,46.45021118
01701,42.32195,-71.438,0.1195966534,281.9941488,8.994148763,48.18946777
01702,42.28242,-71.4343,0.1195966534,281.9941488,8.994148763,48.18946777
01718,42.52165,-71.4298,0.1165783855,281.6119222,8.611922201,47.50145996
01719,42.48837,-71.5178,0.1205803981,281.3352107,8.335210683,47.00337923
01720,42.48397,-71.4381,0.1195966534,281.9941488,8.994148763,48.18946777
01721,42.25726,-71.4687,0.1206781592,282.0185082,9.018508227,48.23331481
01730,42.4995,-71.278,0.1181411486,281.809827,8.809826953,47.85768852
